"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
"1",49.3747178505162,40.0391731752108,60.3486180550593,60.792982210965,64.238232437267,54.4800949724219,62.2359332670953,59.2020197843399,54.6790877243303,43.9687198064163,55.5287238850022,62.8460683931513,61.0313410908457,54.343975426499,59.8885391850484,64.0502193560048,62.1060497510179,62.3791000596374,45.9018189222833,40.5846660802011,64.5080246344543,58.6250804375315,51.2457904750009,61.0959154208738,62.0604260775647,60.0339754141264,30.5082878877789,59.5612267537338,60.9309329996601,61.1383356175334,63.6128520463152,61.52385963209,60.2271703204002,62.2497077105075,62.3712588901738,63.145468470895
"2",38.1713877224612,36.0237954206748,30.0991423266673,33.8184659944532,36.0719762634793,15.5708737082145,29.2579805992412,32.5791255932694,21.0439484055254,35.1143058690892,36.6330742357498,32.4397434091627,34.5596691321669,37.8311807489563,37.185090733161,38.9532560887527,38.9275759854848,30.3783134822427,27.7477268850114,24.9515087893633,32.9233231567757,22.5648968244003,33.8074389775924,23.8748821175765,37.9577011711077,27.9807037438743,7.32831633397439,30.0730477480313,30.0641097008845,33.7300526604194,37.3502793007248,37.1538801835426,33.6439142533971,31.2823712066833,30.5602555754952,28.2722863096296
"3",32.1872347094243,50.1926292524693,49.152303049758,46.523898186613,56.2438391317809,51.5027382813461,40.2637772698587,49.9691343023796,54.7612966718959,47.409302250667,56.5483352967759,55.6722730877903,47.9973161835288,51.9868868271491,50.0428449357684,21.8502579834548,18.4456868230927,29.7977739412674,46.6470429057517,54.3623820401795,44.8452640874233,49.9547318902132,48.4574450208638,40.4551039605291,50.1246896182002,51.0266339877874,26.5844339140807,43.6870365483829,49.4977047347202,51.8857074132667,51.3762699322155,23.1952059678354,49.2864922902218,54.5078888831389,45.3490784912902,48.7794620613545
"4",31.6663848979353,31.3705231042499,29.0725499004032,31.9706149061227,31.8704673707268,23.66614289578,25.2556315566088,24.0176630748931,30.202369842043,26.6374586348765,24.5534724551874,28.7481466182223,27.0115768618389,27.4719698194157,32.8398917204717,31.6622219384273,25.5752163607603,24.6317098008589,30.810782979866,30.252801035553,32.5112352470966,30.1433094169616,28.4611344419183,27.8268774358762,23.996252517287,29.5330138826078,10.6242794816978,21.0771152383808,7.80384798581299,26.0534315564412,21.9238274879939,14.1171105034588,20.2947886736163,30.83780158358,17.2162441308484,26.4744613135554
"5",15.3952685548289,5.24822261916856,22.0548878841998,12.8841790301273,15.0577654360759,11.8504773008229,13.3610891069031,21.4847034134092,16.1043658457609,11.0882304012143,18.0243390693677,19.1333226628553,15.466621715381,21.141501393292,13.2540173232576,18.5633631115654,17.0625289149208,18.1447001689063,6.40151325269329,14.9121377964979,19.0015052587154,15.5185749507944,19.9292273891498,18.5977510941019,20.1878614062876,19.483333494888,15.01064269773,18.3615960607228,15.3750592155195,20.4935304770979,22.7423431191288,21.8807643676129,16.390842027149,14.0838593366083,16.9875954936737,11.5027063634564
"6",27.748763478245,22.260851672179,21.8886624251968,17.9172579746604,26.5248296135273,23.8258345291448,19.2337440641607,26.9149971466411,26.0018135348202,28.9539306778332,18.8742096153423,19.3065789191071,22.7861697805356,27.7377805244573,17.2899971001911,10.810652641063,15.6600902235677,26.4048722239053,19.6909798862928,28.2780183728558,10.606047698025,22.3795583005004,7.77345353209654,25.0453201045137,22.4657616906451,27.2147548427555,20.6875535713196,23.4285301192572,25.6782029478054,26.1774801371681,26.1031805836038,24.4610759738093,16.8076460969888,22.1468207302021,24.530679572091,28.4041687548224
"7",9.85865621875127,12.4848278317932,13.778657890246,15.3102863143962,18.003581954571,6.24189332892552,13.3129009024699,7.43058542967067,6.78930609921776,17.4546390599208,8.61926809947574,4.43011660324176,17.2465859961722,14.6504067651448,18.6783545874163,8.1863872385962,9.34142051306413,16.0176635426904,11.5449579454802,12.9136833904675,8.04575321788607,17.9325767325757,14.3647325178512,17.3031746808081,11.2023848775511,16.1983839211312,18.0281879473633,14.4215206246054,14.7984911207299,15.3447662196698,17.524470848461,13.0626678078349,11.7782583765563,12.0812632848728,14.4649388933823,14.9334369012976
"8",35.3692389303863,35.0953395611033,37.452922213712,37.541829929174,37.8239689419457,39.6480036133133,41.1223857646086,37.0103315540623,33.8683884033894,40.2643341842514,29.2273998868061,30.1691097913435,34.9481251847168,24.5726864383201,38.5245172627677,17.3686652809693,38.2124356832464,38.6323727552847,31.1702970027945,40.3208525425793,19.6550925053028,20.8959330417867,39.2888924482595,28.4706439508223,36.9247868901923,38.2073900333252,32.4131620879898,32.4511927958288,33.8947536667587,39.5192532387652,23.3174378133576,33.5020397150367,33.1657238177253,34.5459084015003,31.2809432193821,35.9556179764679
"9",51.7952077691887,55.4120438387387,41.4338926052537,51.8457705512944,54.8444663888894,53.3599088627683,53.655278230191,47.0186764129765,43.3662052576103,53.9780965309828,39.5490782205006,52.1377356741717,44.3938655878938,56.6599393549109,47.1283407405587,49.7701833561812,46.7727550301133,25.8509684425623,52.6132314095202,48.6964167119705,54.1916660144518,55.9036498736876,51.9105493619449,53.154987110532,34.1072470104073,51.5564902540971,45.9556627274154,51.9318801478203,47.1901794707637,55.1998900515487,54.3446886817631,49.1180468545392,54.7636502202782,44.2574102280077,56.5784788368835,41.9303845065656
"10",9.525038731792,13.7030313367618,24.9221719864418,2.92363502190182,15.072951014812,24.634173695898,25.1885531163517,14.9666314974724,23.883602244926,23.9387503594016,27.3679916981397,23.6186693211609,27.0307787057529,24.9712846499919,16.6460741386253,20.5412802422319,20.236021282319,28.5251790511716,22.0414137282912,22.7875942888309,21.0244017221299,9.17668682024777,22.2860075476475,19.8866868811284,27.6425500290179,24.4189210733288,27.9381837021096,27.7099421694034,10.197244791343,16.3928742509241,10.2791398282213,18.4941893308085,28.7170971056191,14.9208087728046,20.8481036543985,24.4584510560655
